uid,texto,fecha_prueba,apertura,presenta_apertura,responsabilidad,presenta_responsabilidad,sociabilidad,presenta_sociabilidad,amabilidad,presenta_amabilidad,neuroticismo,presenta_neuroticismo,fechaNacimiento,sexo,edad_calculada,Experimento
alkdX33vJfcDSEVs11w8faKTtUw2, Pues de mis fortalezas yo creo yo podría decir que por ejemplo me gusta bueno soy bastante bueno trabajando en equipo o sea no tengo problema en que me asignen una parte del trabajo yo lo haga o que sí La otra parte del equipo tiene problemas pues yo ayudarlos de mis debilidades no es que sea muy consciente de ellas pero si fuera decir una yo creo que sería me aburro bastante fácil si por ejemplo si no hay nada que hacer pues y me aburro bastante sencillamente y pues porque me deberían de contratar pues yo creo que por el hecho de como ya les dije soy bastante bueno en el ámbito de estar alrededor de Personas en forma de equipo no los puedo apoyar se hacer mi trabajo y pues más que nada es eso esas son mis fortalezas y debilidades y y es la razón por la cual deberían de contratarme,22/10/2021,0.6,No,0.7,Sí,0.5,No,0.4,No,0.8,Sí,04/07/2003,Masculino,18,Exp 3-2
nSVteB3jUpNYh3huzcXEvXYfml42, Yo la verdad considero qué mis mayores fortalezas son que me gusta trabajar en equipo siempre me gusta escuchar a los demás y la verdad pues considero qué me desenvuelvo de la manera correcta  en lo que son distintos tipos de actividades igualmente si por cualquier cosa llego a desconocer la actividad para lo que sea requerido considero que tengo un tiempo de aprendizaje bastante rápido es por lo que considero que eso es mi mayor fortaleza el desenvolverme en trabajos en equipo y además que tengo un aprendizaje rápido por otra parte considero que una de mis debilidades o la más fuerte puede ser qué que me llegue presionar bastante fácil sin embargo siempre sé resolver mis problemas a pesar de esto mismo que pueda estresarme pero si logro hacer todo,28/10/2021,0.8,Sí,0.6,No,0.3,No,0.8,Sí,0.3,No,12/01/1999,Masculino,22,Exp 3-2
20sBkoLsK2gGoCsKK1oY0r3KHsl1, Mi mayor Fortaleza en el área laboral es que a mí me encanta estar dialogando sobre un tema en específico independientemente de cuál es el trabajo ya que quiero saber de todo a todo lo que tenemos que hacer y cómo se tiene que hacer no me gusta qué los detalles queden libres porque siempre cuando queda un ataque libre a la interpretación uno puede equivocarse y siempre nos echan la culpa a mí me encanta que todo esté en orden y tal cual cómo ustedes me lo pidan y yo se lo entregue tal cual ustedes me lo pidan yo no considero que existe una debilidad más allá de la falta de comprensión que yo pueda tener sobre un tema y que espero aprender ya sea por mi parte o por parte de ustedes para dar un mejor servicio a lo que estamos haciendo y además me gusta ser siempre puntual no me gusta ser impuntual para nada si ustedes me dicen una hora yo voy a estar ahí incluso 10 15 minutos antes ya que quiero estar listo para,01/11/2021,0.6,No,0.7,Sí,0.3,No,0.6,No,0.2,No,16/03/1998,Masculino,23,Exp 3-2
jA9I9Oxh3vMo7jLLDF5tTxTtvfc2, Hola muy buenas tardes OK cuáles son mis mayores fortalezas y debilidades bueno dentro de mis fortalezas considero que me acoplo fácilmente a labores en equipo este me estreso es muy poco bueno no me considero muy fácil no me estresó bueno no soy fácil de qué me estrese no es fácil de estresarme no si alguna persona viene de malas yo conservo mi postura de persona y no cambia mi humor debilidades creo que no consideraría ninguna debilidad en este tipo de labor creo que me acoplo bien los trabajos de hecho,28/10/2021,0.8,Sí,0.9,Sí,0.5,No,0.7,Sí,0.8,Sí,19/04/1999,Masculino,22,Exp 3-2
DSyPhkMobWPlEHP4IHSjJtFRv2q1, Bueno mis mayores fortalezas vendrían siendo en que trabajo muy bien en equipo soy un líder nato se podría decir siempre me ha gustado y siempre he sido bueno liderando personas se podría decir que es uno de mis puntos más fuertes además que también comprendo mucho el cómo  trabaja cada persona en sí y soy capaz de poder desarrollar un tipo de lógica para ver qué trabajo haría mejor esa persona y de qué manera esa persona podría estar trabajando para poder hacer más productivo todo pues eso sería una de mis características por así decirlo que me dado cuenta esta habilidad que poseo a lo largo del tiempo mis debilidades son se podría decir que en ocasiones puedo enojarme un poco más rápido dependiendo porque casi siempre exijo tener un orden en sí hasta tener un orden por ejemplo mis cosas mi cuarto me gusta,28/10/2021,0.9,Sí,0.9,Sí,0.7,Sí,0.9,Sí,0.6,No,13/04/1999,Masculino,22,Exp 3-2
CmkVLQqnGlMFYGowqiBFuvTlzdF3, Una buena pregunta porque deberían de contratarme yo pienso que soy una persona capaz en el puesto para hacerlo lo mejor posible yo soy una persona responsable siempre intento hacerlo lo mejor hacer lo mejor de la actividad o de lo que sea principalmente pero uno de los problemas es qué yo siempre intento hacerlo de la manera más rápida Y pues a partir de eso lo voy optimizando pues ya tengo mucha experiencia he estado en concursos de programación tengo una buena lógica matemática pues,21/10/2021,0.5,No,0.9,Sí,0.5,No,0.8,Sí,0.5,No,23/02/2002,Masculino,19,Exp 3-2
IFw2wPoy1Yf6zpVRMyzXJZlugws2, Fortalezas y debilidades pues a nivel personal creo que una de mis mayores fortalezas es que me considero una persona muy capaz de visualizar un problema cualquier tipo de cosas desde fuera de la manera más objetiva posible creo que es algo que no todo el mundo puede hacer y por suerte yo sí que puedo entonces yo personalmente lo considero una fortaleza porque no cualquiera puede debilidades pues de vez en cuando soy un poco sensible sentimentalmente no sobre todos los temas pero algunas Qué otras veces si es algo que me gustaría cambiar a veces me siento un poco inseguro respecto algunas cosas cada vez menos es algo que estoy logrando cambiar muy bien pero sí que me llega pasar a veces Y por qué deberían de contratarme pues deberían de contratarme porque soy una persona perfectamente capaz de hacer lo que me pidan de o sea cómo se dice de pensar las cosas por mi propia cuenta,22/10/2021,1,Sí,0.8,Sí,0.7,Sí,0.5,No,0.5,No,14/12/2003,Masculino,17,Exp 3-2
KCGzMJUokdSIqxBR3w6881CWNvV2, Hola me gustaría aplicar para el trabajo el puesto entre mis fortalezas destaca que soy una persona muy responsable me gusta darlo todo de mí en todos los aspectos posibles en todo lo que pueda mis debilidades pues yo siento que es la intolerancia a las injusticias la intolerancia a las falta de respeto vaya pero puedo manejarlo de una manera yo digo que de la mejor manera posible Y pues yo creo que deberían de contratarme porque por el hecho de qué trató de darlo todo trato de dejar una buena imagen de mí en la empresa entonces yo siento que soy una de las mejores opciones para ingresar y pues espero que me contraten,11/10/2021,0.5,No,0.6,No,0.5,No,0.8,Sí,0.5,No,19/02/2003,Femenino,18,Exp 3-2
UzBq5N32HyVG4nBz8w41LpVcS8U2, Mis fortalezas es qué si me enfoco en algo lo voy a hacer bastante bien a la primera mi debilidad es que me estresó muy fácilmente cuando las cosas no salen como quiero el contratarme sería cuestión de ustedes ya pues como verán No tengo demasiadas buenas experiencias ahí está un minuto para hablar,04/11/2021,0.6,No,0.8,Sí,0.8,Sí,0.8,Sí,0.2,No,11/02/2003,Masculino,18,Exp 3-2
4UTaotXl9GhBoGTIsY10ELmyMsU2, Una de mis mayores fortalezas es que soy perseverante en las cosas que yo hago pero mi mayor debilidad es que a veces tengo mucho sobre la presión pero soy muy capaz de hacer trabajos ser capaz de laborar en equipo cómo tratar con los recursos que tengo aunque es importante mencionar que a veces suele ser suelo ser un poquito más agresivo de la forma con lo que trabajo porque deberías de contratarme porque a pesar de qué me pesa la presión soy una persona bastante competente a la hora de trabajar alguien con quien hace bien su trabajo si me das el tiempo suficiente creo que puedo entregar en un tiempo y forma lo que usted me pida y esas son razones por las cuales deberían de contratarme,21/10/2021,0.7,Sí,0.6,No,0.7,Sí,0.8,Sí,0.6,No,18/01/2002,Masculino,19,Exp 3-2
T8yiWJwcT5S4DiriJ3oJSSsAVc72, Hey qué tal chicos hoy les voy a hablar sobre esto que compré es una batería la compré en Steren es de ácido y de plomo y es muy bueno obviamente no sé come es para legalizar un proyecto y es barata y de mucha potencia,29/10/2021,0.7,Sí,0.7,Sí,0.5,No,0.8,Sí,0.4,No,10/05/1999,Masculino,22,Exp 3-3
axEjlGhcTrWOVQiIu9OimHrAk1p1, No sé qué elegir hoy creo que voy de jungla ya saben que no me gusta mucho ir a cualquier tipo en específico de rol así que trato de usar prácticamente comodín siempre y e inclusive me he dado el tiempo para hacerlo off stream y empezaron jugando con League Of Legends bien,03/11/2021,0.6,No,0.8,Sí,0.4,No,0.6,No,0.8,Sí,01/01/1999,Masculino,22,Exp 3-3
y6Di4MfMj3WbNXcFclnbeSsH8kF2, Bueno bienvenidos a mi canal de YouTube y hoy voy a hablar acerca de por qué recomiendo que todos absolutamente todos deberíamos de ir al fisioterapeuta yo soy una persona que realiza mucho ejercicio en el mundo hablando de cualquier tema tecnologías celulares todas las cosas tienen un desgaste por lo que tienes que darle un cierto mantenimiento lo mismo pasa con el cuerpo humano el cuerpo humano es lo que somos es lo que  utilizamos día a día así que por qué no darle un poco de consentimiento y darle un poco de mantenimiento ya que yo al ser deportista lo exijo y claro o sea tengo una mejor vida por dietas salud tendones más fuertes y eso pero al mismo tiempo le estoy ejerciendo un estrés al cuerpo por lo que necesita recuperarse de ese estrés constante que le estoy dando semana tras semana Y el fisio Te evita mucho de ese tipo de lesiones ya que puedes evitar contracturas evitar daños en la columna vertebral te libera de mucha tensión en el cuerpo y es perfecto para seguir haciendo el deporte,28/10/2021,1,Sí,0.5,No,0.7,Sí,0.9,Sí,0.3,No,16/06/1999,Masculino,22,Exp 3-3
2tzNISrbZGM8fE57GsLzyD92bim1, Bueno este es un video sobre los escudos elementales de Destiny 2 existen tres tipos de elementos en Destiny arco solar y vacío para que tú sepas qué tipo de escudo tengas con qué tipo de arma tienes que detener ese escudo ya que el tipo de escudo es el tipo de arma que más daño le va a hacer a ese escudo pero si tú por ejemplo a un escudo solar le pegas con un arma de vacío no le vas a hacer técnica técnicamente nada entonces tú tienes que pegarle con van a tener un aura si el aura es lila es vacío si el aura es azul es arco y si es naranja es solar es todo chavales muchas gracias activen la campanita y suscríbanse perros,21/10/2021,0.6,No,0.4,No,0.4,No,0.7,Sí,0.3,No,24/12/2001,Masculino,19,Exp 3-3
UzypVjO1RtVLm7GvboNYCwe0B7E3, No pues yo voy a presentar este juego llamado For Honor que cuenta con un estilo de pelea único y que si bien no está muy muy vivo porque tiene una comunidad muy baja tiene muy buenas es muy especial y la verdad no sé por qué mucha gente no lo conoce cuenta su estilo de peleas no lo he visto en ningún otro juego y considero que debería tener más apoyo de lo que tiene qué si bien los desarrolladores han hecho algunos errores en cómo llevan a cabo los personajes actualmente está bien balanceado y creo que la mayoría de la comunidad lo dejó porque al principio los personajes no estaban muy balanceados y el juego mucho de suerte pero ahora requiere verdad habilidad y no depende tanto de la suerte como antes,09/10/2021,0.4,No,0.8,Sí,0.4,No,0.4,No,0.6,No,01/08/2003,Masculino,18,Exp 3-3
Dx2lw02bpnXDS6aUHm440Ay9IH33, Muy buenas chicos y chicas aquí de nuevo directo aquí estamos en la plataforma de Twitch y vamos hablar sobre cómo subir de liga League of Legends principalmente lo que debes de saber es el Farmear Farmear es El tema más fundamental de League of Legends obviamente porque no todo se basa en kills las kills son importantes pero el Farmeo es igual de importante ganas el oro tienes saber cómo pushar líneas y cómo llegar A tu jungla para que pueda ayudarte de mejor manera jugar en solo Quebe jugar con dúo por qué porque si juegas en dúo tienes más posibilidades de subir de liga por qué porque de la otra manera jugando solo te pueden tocar cuatro personas X que no te pueden ayudar a la hora de jugar y el otro más importante sería la,21/10/2021,0.8,Sí,0.9,Sí,0.9,Sí,1,Sí,0.7,Sí,19/10/2000,Masculino,21,Exp 3-3
yoWiNiz7b1f16gBC4Rg5LZEMK6s1, entonces Cristiano Ronaldo por qué Cristiano Ronaldo es y será el mejor jugador de toda la historia del fútbol porque si venimos retomando del pasado su carrera podemos darnos cuenta que Cristiano Ronaldo te puedes definir de izquierda te puede definir de derecha se puede definir de cabeza en momentos de presión hay un penal una jugada decisiva quien busca el balón él puede regatear puede asistir entonces siento que él es un jugador tan completo que cumple con todas las necesidades básicas se podría decir de un buen jugador entonces digo ahí están los números están las estadísticas las estadísticas no mienten y para todos aquellos que dicen que pues cristiano no es el mejor jugador de toda la historia pues se están engañando ellos mismos entonces cada quien puede pensar lo que quiera pero las estadísticas ahí están y no mienten,28/10/2021,0.7,Sí,0.7,Sí,0.6,No,0.8,Sí,0.6,No,09/09/1999,Masculino,22,Exp 3-3
Q0oXb8YHhreJwURIEwnN7eSWAgZ2, Hola qué tal el día de hoy vamos a tocar el tema de la influenza que tienen el impacto que tienen los idiomas para cambiar la percepción de las personas en su vida hace poco estaba escuchando el tema del lenguaje inclusivo y lo que tiene de curioso este lenguaje es que se basa mucho en los géneros el español tiene géneros femenino masculino  el alemán que es algo que estoy estudiando tiene géneros femenino masculino y neutro pero que hay del inglés el inglés no tiene géneros entonces la percepción de cómo es que una persona puede entender el mundo en base al idioma que está aprendiendo es determinante aquí porque si una persona le queremos inculcar el lenguaje inclusivo pero su lenguaje no considera géneros es algo un tanto digamos que no correcto porque no puede encajar  ,06/11/2021,0.8,Sí,0.6,No,0.8,Sí,1,Sí,0.8,Sí,12/06/1999,Masculino,22,Exp 3-3
HsGfNlkGq5bQed9NkMCxFV1Es7t1, Qué tal amigos pues ahora le voy a enseñar un video sobre cómo crear una plataforma para páginas web o sea como crear una página web pues primero que todo se necesitaría tener  conocimientos previos de lenguaje de programación en este caso usaremos HTML y Java y PSB no me acuerdo cómo se llama y bueno pues necesario esos tres lenguajes porque con ellos tres juntos es como se puede lograr crear la página web pues el HTML usaremos para compilar a los otros dos lenguajes El Background Vamos a hacer principalmente con el PSC y el JavaScript lo vamos a utilizar para Animaciones principalmente y pues a continuación les daré una breve explicación de cómo logra,23/10/2021,0.7,Sí,0.6,No,0.7,Sí,0.9,Sí,0.5,No,15/05/2002,Masculino,19,Exp 3-3
egaZ8VRYG3TkVywSkSl9DCA0KsT2, Bienvenidos al stream de hoy chicos y chicas esta vez estamos en un podcast aquí con mi compadre invisible no hay nadie aquí entonces el tema de hoy es el aborto no mentiras el aborto no Por qué nos fusilan entonces la paternidad responsable que opinan sobre la paternidad responsable pues obviamente es un hecho en México que la paternidad responsable falla es lo que falta y debe de haber en una educación en la educación mexicana porque a ver si tienes un hijo y que qué que haces con el hijo normalmente las parejas que no están lo suficientemente preparadas para llegar a tener un descendiente o un hijo lo abortan y los que no lo abortan pues se desaparece el padre y no cuida al niño y obviamente esto trae traumas,22/10/2021,0.8,Sí,0.8,Sí,0.7,Sí,0.7,Sí,0.6,No,10/07/2003,Masculino,18,Exp 3-3
wCqaZSMTzLQPeczO0xAUs2bEv4o1, Pues el tema serían los animes de los 90 hubo muchos en los que pues son las inspiraciones de las nuevas series que han salido estos días tal como samurái X uno fue el GTO que es el gran maestro oNiska que más que nada pues trata de muchachos que están pues en la preparatoria o secundaria y pues la verdad como Nos hacemos la vida pesada pero pues más que nada alguien que nos pueda guiar en este caso pues lo que es un sensei la verdad pues es muy difícil encontrarlo en la vida real alguien que sea tan humilde qué se pueda pegar a ti como realmente una relación de maestro y de estudiante de estudiante pero más que nada eso pues las situaciones que pueden pasar que parecen más verídicas y pues es lo que lo hace un gran anime,29/10/2021,0.8,Sí,0.9,Sí,1,Sí,0.6,No,0.4,No,07/01/1998,Masculino,23,Exp 3-3
vkm2jZdh8Bh3USR5xRj3LI3LSiI2, Muy buenas yo quiero presentar de tipo de temas que a mí me gusta mucho porque podemos enfocarnos en otras cosas como son los videojuegos supongamos que te gusta el roll qué son Final Fantasy todos esos están muy chilos pero podemos ponerlo de mejor manera deberíamos sacar tipo R.P.G por algo pueda también tener tipo diferente estilos pero que sea R.P.G La finalidad como deberían,04/11/2021,0.5,No,0.8,Sí,0.8,Sí,0.7,Sí,0.6,No,13/08/2002,Masculino,19,Exp 3-3
9SAwUDKFtgQfzJ2iB917dNqyzaR2, En este caso se expondrán lo que es el desarrollo interactivo e incremental en este caso empezaremos con lo que es el origen este se origina dentro de un artículo en 2003 que se llama Interactive and increment a breef History en este caso el científico Greg Larmen y el ingeniero Victor Vasile se encuentra en varios casos encuentran casos de una aplicación del signo de la manera de enfocar los proyectos de manera iterativa nace de la idea del físico Walter shewer quién fue el que desarrolló un sistema de trabajo en ciclos para mejora de Sus proyectos entonces y uno de las estructuras de este enfoque en este caso sería primero lo que se hace es la definición de requerimientos y,21/10/2021,0.4,No,0.6,No,0.5,No,0.5,No,0.6,No,31/03/2001,Masculino,20,Exp 3-3
arTYhi4NajZOaO3HPSsXZ4IqupA2, Hola qué tal el día de hoy les vengo presentar un video más bien un tutorial de cómo conectar correctamente los cables de la computadora a la mother Board o los cables del gabinete para esto porque cuando yo realice mi primer ensamblaje de una computadora tenía muchas dudas sobre cómo conectar más que nada los cables del audio los cables de las luces del case entonces en este video les voy a enseñar cómo hacerlo para porque realmente considero qué en los Videos de YouTube en los tutoriales que ya hay que las personas realizan no lo hacen de la forma de una forma tan detallada detalle de cómo es que hay que ver por ejemplo los puertos en los manuales y como hay que conectar dichos cablecitos a la placa base entonces por eso te hago este video para poderles enseñar este tipo de,28/10/2021,0.6,No,0.8,Sí,0.5,No,0.8,Sí,0.5,No,02/09/1999,Masculino,22,Exp 3-3
DOIxrvGJKHexpjsBAPh4zf5eXyQ2, Hey qué tal muy buenas gente este sería mi primer video en el que aparezco en cámara ya que en mis anteriores Videos han sido ediciones hechas en computadora como este video ha sido muy improvisado pues creo que se me ocurre hablar de Mi viaje que tú voy a hacer poco a Oaxaca que tuve hace poco a Oaxaca este viaje se realizó debido a que tenía unos boletos comprados para un verano científico estos pues no se pudo revisar porque debido a la pandemia ya saben siempre pues de hecho luego había sido en una fecha diferente a la que terminó siendo al final por lo que pues así de esa manera pude ir aplazando el boleto ya qué sí  voy al aeropuerto pues ellos te ayudan con el cambio de boleto pues este viaje fue el viernes tuve que pedir permiso a mis maestros para poder salir porque pues,01/11/2021,0.5,No,0.8,Sí,0.4,No,0.8,Sí,0.3,No,06/02/1999,Masculino,22,Exp 3-3
XVGOjfVL1gfJNHLgXQc0gxSy8dT2, Hola muy buenas mi nombre es $NAME$ sean venidos a este nuevo video y en este caso pues lo que vamos a ver es lo que viene siendo una nueva reseña para libros y en este caso le toca el momento para bóvedas de acero qué viene siendo de Asimov en bóveda de acero en si para darles un pequeño una pequeña reseña de lo que trata viene siendo la historia de un detective llamado Eliat Valley Eliat Valley en si es un detective qué lo que le dan es un caso para resolver y en este caso pues es un asesinato pero no cualquier asesinato es el asesinato de lo que viene siendo un robot algo así como un robotcidio entonces la Persona,28/10/2021,0.8,Sí,0.6,No,0.5,No,0.8,Sí,0.6,No,03/11/1998,Masculino,22,Exp 3-3
XRSUFEYKXiYaBqTxt8ginmb4tHR2, El tema sería lo que es la desconcordia entre personas mayores y nuevas generaciones ya pienso que es un tema bueno para entablar conversación sobre ello debido a que me dado cuenta qué las personas mayores tienden a utilizar mucho las frases de quién vas a ver más bien como tú o alguien como yo que tiene 60 70 años aquí y pues eso no siempre es verdadero ya qué es cierto que alguien joven no cuenta con la experiencia pero tiene mayores reflejos mayor capacidad de aprendizaje en sí tiene una serie de ventajas a su favor es por ello que yo cuando escucho a un señor mayor decir esas,29/10/2021,0.8,Sí,0.8,Sí,0.9,Sí,0.9,Sí,0.9,Sí,25/01/1999,Masculino,22,Exp 3-3
1K90fX7HEQb7q37RChtWZEnhN8i2, Hola mis queridos amigos de YouTube hoy les voy a presentar este nuevo celular que acaba de salir apenas hace dos días es el nuevo iPhone 13 pues tiene su Nuevo rediseño vaya como quien dice tiene tres cámaras mejoraron el aspecto de las cámaras la batería la duración de la batería perdón y también lo que vendría siendo el reconocimiento facial y pues también su carga su carga inalámbrica y su carga rápida también presentaron otros tipos de dispositivos como lo son un reloj inteligente que es el Apple Watch Serie 5 Y también presentaron lo que es un dispositivo de rastreo en caso de qué se te lleguen a perder las cosas le pones ese dispositivo y ya puedes localizarlo desde tu iPhone o iPad,05/11/2021,0.6,No,0.9,Sí,0.3,No,0.9,Sí,0.6,No,03/10/2002,Masculino,19,Exp 3-3
5H7T2OCvdXPXpYZORd8h1LwhyyH2, Bueno en este caso yo no soy una persona que haga contenidos recientemente igual no estoy muy relacionado con plataformas como Twitch no utilizo mucho Facebook pero si utilizo YouTube y me gustaría crear una cuenta en esta plataforma para más que nada pasar el rato tener contar algunas anécdotas vivencias experiencias algunas historias del pasado o incluso interactuar con aquellos suscriptores lo que vengan en los comentarios de cada uno de los Videos cómo reaccionan o reaccionar incluso a otros Videos a Música a tal vez a otros youtubers Streamers también puede ser algunos Videos virales que se encuentren en otras plataformas como son el Twitter el Facebook y todo ese tipo de temas pues que a la larga son los qué llaman más la atención al público en general,29/10/2021,1,Sí,0.9,Sí,0.7,Sí,0.9,Sí,0.7,Sí,29/04/1999,Masculino,22,Exp 3-3
oISbost07weekqcjbEJQwxE5QuD2, Qué pasó perritos como buen blogger de YouTube hoy les hablaré de cinco cosas que me cagan de la pinche escuela en línea a huevo a huevo a quien no le caga estar el modo línea en estar batallando Los profes no están más que leyendo las diapositivas o un libro o sea son cinco cosas que me cagan de la escuela verdad y como número uno y para empezar éste videoblog pues le traeré lo más importante de lo más importante de esta cinco conferencia de qué trata pues de qué no vale para pura madre o sea estás estudiando y de una no pues lee el libro no mame Profe pues para leer el pinche  mejor lo único que hago es pues leer el libro para que estoy en su pinche clase o sea Su clase está de menos no entonces son cinco cosas que me cagan o sea no mames tus compañeros son de qué usas al mismo y le mandas un mensaje entre clases haz la tarea Y que se quede así por el WhatsApp y la madre y yo te ayudo amiguito nos apoyamos a la chingada,03/11/2021,0.2,No,0.3,No,0.6,No,0.5,No,0.4,No,27/06/1995,Masculino,26,Exp 3-3
PorfZX6Pa4ZDLvm4kyox10Lu5Lo2, Muy bien es octubre falta poco para Halloween y me gustaría dar unos pequeños consejos al momento de crear lo que vendría siendo tu disfraz ya sea algún tipo de casco en especialmente blancas casco por lo general los materiales indicados para hacer el Foami normalmente material ligero versátil y lo que sea y hay una pequeña maravilla con ello y es que al momento de crear de hacer detalles o llenar algunos huecos como estos de aquí lo que puedes utilizar acoplar gomicon foami es bastante útil lo que sea y fácil de pintar aunque para ello primero lo tienes que recubrir con una capa de pegamento blanco con agua para hacerlo liso y después viene lo que vendría siendo la pintura ya qué si no lo haces bien lo más probable es que el Foami Julio se caiga la pintura y no terminé quedando bien al final algunos de los consejos importantes es primero si vas a hacer un casco asegúrate de medir tu cabeza hay mucha gente que hace un casco hermoso y al final no puede ponérselo en la cabeza porque simplemente no les queda y,28/10/2021,0.4,No,0.4,No,1,Sí,0.9,Sí,0.5,No,21/04/1998,Masculino,23,Exp 3-3
czMKuBjw7CcgnGELXprcpv9DwuF2, Sinceramente no sé si sea correcto hacer esto pero prefiero pasar este video y no porque me dé miedo exponer o algo por el estilo sino que más que nada se me hace raro esto de pretender ser como un youtuber o alguien famoso que pues la verdad no me llama mucho la atención ya que soy un poco reservado no tímido pero soy reservado y pues no me agrada lo que vendría siendo como este tipo de cosas y pues sería todo,02/11/2021,0.6,No,0.9,Sí,0.3,No,0.7,Sí,0.8,Sí,10/12/1998,Masculino,22,Exp 3-3
GRAg6MbraBb5NwzB7T5eODQ8bEf1, Bueno chicos estamos aquí en un nuevo directo de Twitch vamos a estar en la sección de Just Schering Guy así que voy a leer las preguntas del Chat pregunta Michael cuál es el mejor equipo del mundo yo le contesté de corazón obviamente el mejor equipo que perdieron de hecho fue contra León triste mejor jugador Cristiano Ronaldo o Messi,05/11/2021,0.5,No,0.9,Sí,0.5,No,1,Sí,1,Sí,18/02/2003,Masculino,18,Exp 3-3
4GzWaLIpMhSCYUzVThRddYBLPbc2, Muy buenos días amigos esta semana pues vamos a platicar sobre lo que ocurrió en el último capítulo de la serie esa que tanto nos gusta pues para poner de ejemplo digamos no se One Piece esta semana pues el capítulo estuvo interesante hemos tenido diferentes facetas de la que es el despertar en las frutas del diablo y podemos ver como Kid y Lo lograron pues darle el ataque ese a Big mon en mi opinión es algo interesante como ODA ya nos va soltando más intensidad de la peor generación en comparación a la antigua que sería lo Yoko considero que pues big uno va a ser derrotado con ese toque pero pues ya con esto digamos que le van a seguir dando con más poder y eso nos da la esperanza de ver al prota pues a Lufi Dando todo de sí al igual pues de la alianza esa que plantea los dos personajes pues el éste Xdray el Ape pues de que ya descubrieron que es espía de la Marina y cosas por el estilo considero que no se va a unir porque pues él ya,02/11/2021,1,Sí,0.9,Sí,0.5,No,0.7,Sí,0.5,No,12/01/1999,Masculino,22,Exp 3-3
2XiTmfAzbZZKfoFdCUi0cRGdLzS2, Amigos se acuerdan que hace unos días estábamos hablando de que estábamos recaudando fondos para la organización de caridad para los animales bueno pues me siento muy feliz de decirles que todo salió perfecto todo salió de maravilla qué gracias a Dios se van a poder hacer varias instalaciones más pero no les puedo dar la información completa por historias así que los espero en una hora y media para la transmisión del Twitch va a estar mi padre voy a tener amigos por así decirlo y que nos van a estar diciendo todo sobre el tema nos van a estar pues informando de lo que va pasar que se va a hacer con los animales y pues va a estar muy padre la verdad las espero allá,05/11/2021,0.7,Sí,0.5,No,0.7,Sí,0.9,Sí,0.7,Sí,01/04/2003,Femenino,18,Exp 3-3
alkdX33vJfcDSEVs11w8faKTtUw2, Hola cómo están pues en este video voy a hablar sobre la importancia que tiene cuidarse en la salud hacer ejercicio más que nada en este video vamos a ver pues la importancia de lo que es el hacer ejercicio el tener una buena dieta obviamente ya que estos dos Van juntos o sea uno mismo y pues la importancia del ejercicio es mucha gente dice bueno que yo también lo creo que es hacer 15 minutos diarios de ejercicio te beneficia y pues te puede servir para cuándo seas una persona mayor ya sea para poder caminar libremente y no tener problemas de no sé de artritis o algo más al igualmente pues la importancia de la alimentación pues es bastante bueno o sea tienes que no sé evitar comer azúcares grasas y eso para qué pues esto no te afecte más adelante a tu salud por lo que yo recomiendo bastante hacer ejercicio y mantener una buena salud desde jóvenes y si no lo has hecho,22/10/2021,0.6,No,0.7,Sí,0.5,No,0.4,No,0.8,Sí,04/07/2003,Masculino,18,Exp 3-3
nSVteB3jUpNYh3huzcXEvXYfml42, Muy Buenas tardes a todos los que nos están viendo esta canción pues yo quiero hablarles sobre lo que es el tema de cómo los deportes pueden salvar la vida de la personas bueno a manera de introducción muchos de nosotros conocemos a Personas qué no se tienen algún tipo de adicción problemas personales y una infinidad de cosas que suceden en su vida pero muchas veces También estás personas Al no encontrar una manera de desviar todos estos problemas pues tienen una vida se puede considerar un tanto miserable porque no son felices entonces muchas veces una salida bastante correcta para esto es el deporte en mi caso conozco de muchísimas personas que gracias al fútbol han logrado superar todos estos problemas y en base a eso tienen una vida plena igualmente hay personas que practican cualquier otro tipo de deporte aquí se destacan muy bien,28/10/2021,0.8,Sí,0.6,No,0.3,No,0.8,Sí,0.3,No,12/01/1999,Masculino,22,Exp 3-3
20sBkoLsK2gGoCsKK1oY0r3KHsl1, Qué onda buenas noches como están todos y bienvenidos sean a un nuevo video para el nuevo interesado programa Kaizen para el desarrollo de proyectos en línea en la cual nos vamos a dedicar específicamente al temas de Interconexión Del locutor hacia el oyente en la cual yo como locutor tengo qué concentrarme y dar la palabra palabras correctas en el momento correcto y en general sobre el tema que yo quiera transmitir para qué el que me escuche o me lea o me vea entienda a la perfección todo lo que yo quiero comunicarles con la única intención de qué entiendan a la perfección el tema en cuestión un claro ejemplo de esto es que si yo quiero hablar sobre tema de lenguaje tengo que ser muy didáctico muy específico y sobre todo muy diverso a la hora de usar la palabra para dar a entender ese punto inteligente con el único propósito,01/11/2021,0.6,No,0.7,Sí,0.3,No,0.6,No,0.2,No,16/03/1998,Masculino,23,Exp 3-3
